,uniqueid,phase,annotations,image_name,pid,dl,exp,habit,vehicle_ids
0,debug3zn42:debug0Be4H,INSTRUCTIONS,[],,,,,,
1,debug3zn42:debug0Be4H,INSTRUCTIONS,[],,,,,,
2,debug3zn42:debug0Be4H,INSTRUCTIONS,[],,,,,,
3,debug3zn42:debug0Be4H,INSTRUCTIONS,[],,,,,,
4,debug3zn42:debug0Be4H,INSTRUCTIONS,[],,,,,,
5,debug3zn42:debug0Be4H,drivingquestionnaire,[],,,,,,
6,debug3zn42:debug0Be4H,drivingquestionnaire,[],,sadf,True,More than 15 Years,More than 15 hours,
7,debug3zn42:debug0Be4H,TRIAL,"[[533.0, 136.0, 70.0, 87.0]]",trial_1.png,,,,,
8,debug3zn42:debug0Be4H,TRIAL,"[[611.0, 260.0, 52.0, 70.0]]",trial_2.png,,,,,
9,debug3zn42:debug0Be4H,TRIAL,"[[612.0, 198.0, 54.0, 92.0]]",image_3_24_31496.png,,,,, 1469 
10,debugD9f3Z:debugYSLuo,INSTRUCTIONS,[],,,,,,
11,debugD9f3Z:debugYSLuo,INSTRUCTIONS,[],,,,,,
12,debugD9f3Z:debugYSLuo,INSTRUCTIONS,[],,,,,,
13,debugD9f3Z:debugYSLuo,INSTRUCTIONS,[],,,,,,
14,debugD9f3Z:debugYSLuo,INSTRUCTIONS,[],,,,,,
15,debugD9f3Z:debugYSLuo,drivingquestionnaire,[],,,,,,
16,debugD9f3Z:debugYSLuo,drivingquestionnaire,[],,5fa58219971cf40672951039,True,More than 15 Years,More than 10 hours,
17,debugD9f3Z:debugYSLuo,TRIAL,"[[528.3111572265625, 160.86705017089844, 75.00067138671875, 58.00053405761719]]",trial_1.png,,,,,
18,debugD9f3Z:debugYSLuo,TRIAL,"[[623.1480102539062, 271.1767578125, 33.00030517578125, 52.00048828125]]",trial_2.png,,,,,
19,debugD9f3Z:debugYSLuo,TRIAL,"[[641.4190673828125, 309.33111572265625, 38.0003662109375, 38.0003662109375]]",image_1_9_5656.png,,,,, 213 
20,debugD9f3Z:debugYSLuo,TRIAL,[],image_1_14_3942.png,,,,, 
21,debugD9f3Z:debugYSLuo,TRIAL,"[[652.0047607421875, 236.7711639404297, 38.0003662109375, 42.00038146972656], [567.0040283203125, 222.77102661132812, 43.00042724609375, 70.00064086914062]]",image_1_19_13529.png,,,,, 216 533 
22,debugD9f3Z:debugYSLuo,TRIAL,"[[627.0045776367188, 188.0357208251953, 28.000244140625, 60.00054931640625]]",image_1_31_16919.png,,,,, 763 
23,debugD9f3Z:debugYSLuo,TRIAL,"[[612.0044555664062, 228.17225646972656, 24.00018310546875, 68.00062561035156]]",image_1_14_2855.png,,,,, 258 
24,debugD9f3Z:debugYSLuo,TRIAL,[],image_3_31_5402.png,,,,, 
25,debugD9f3Z:debugYSLuo,TRIAL,"[[645.0047607421875, 288.3499755859375, 37.00030517578125, 41.0003662109375]]",image_1_9_5988.png,,,,, 208 
26,debugD9f3Z:debugYSLuo,TRIAL,"[[625.0045776367188, 247.5677490234375, 37.00030517578125, 61.00054931640625]]",image_2_19_27209.png,,,,, 737 
27,debugD9f3Z:debugYSLuo,TRIAL,"[[626.0045776367188, 262.3409423828125, 31.00030517578125, 53.00048828125]]",image_3_2_5386.png,,,,, 372 
28,debugD9f3Z:debugYSLuo,TRIAL,"[[630.004638671875, 203.997802734375, 25.000244140625, 69.00064086914062], [589.0042114257812, 149.99729919433594, 31.00030517578125, 63.000579833984375]]",image_2_14_1851.png,,,,, 233 239 
29,debugD9f3Z:debugYSLuo,TRIAL,[],image_2_2_11233.png,,,,, 
30,debugD9f3Z:debugYSLuo,TRIAL,[],image_0_24_10577.png,,,,, 
31,debugD9f3Z:debugYSLuo,TRIAL,"[[605.00439453125, 289.46710205078125, 41.0003662109375, 42.000396728515625]]",image_2_2_3020.png,,,,, 266 
32,debugD9f3Z:debugYSLuo,TRIAL,"[[627.0045776367188, 249.63511657714844, 30.00030517578125, 54.00050354003906]]",image_3_19_13228.png,,,,, 508 
33,debugD9f3Z:debugYSLuo,TRIAL,"[[628.0045776367188, 273.7554016113281, 26.000244140625, 55.00048828125]]",image_2_19_12581.png,,,,, 508 
34,debugD9f3Z:debugYSLuo,TRIAL,"[[634.004638671875, 242.25436401367188, 47.00042724609375, 39.0003662109375]]",trial_3.png,,,,,
35,debugD9f3Z:debugYSLuo,postquestionnaire,[],,,,,,
36,debugD9f3Z:debugYSLuo,postquestionnaire,[],,,,,,
37,debug4pDWq:debugUZiFw,INSTRUCTIONS,[],,,,,,
38,debug4pDWq:debugUZiFw,INSTRUCTIONS,[],,,,,,
39,debug4pDWq:debugUZiFw,INSTRUCTIONS,[],,,,,,
40,debug4pDWq:debugUZiFw,INSTRUCTIONS,[],,,,,,
41,debug4pDWq:debugUZiFw,INSTRUCTIONS,[],,,,,,
42,debug4pDWq:debugUZiFw,drivingquestionnaire,[],,,,,,
43,debug4pDWq:debugUZiFw,drivingquestionnaire,[],,62853cad232ad9273433f22e,True,More than 15 Years,More than 1 hour,
44,debug4pDWq:debugUZiFw,TRIAL,"[[518.0, 132.0, 90.0, 90.0]]",trial_1.png,,,,,
45,debug4pDWq:debugUZiFw,TRIAL,"[[616.0, 258.0, 43.0, 67.0]]",trial_2.png,,,,,
46,debug4pDWq:debugUZiFw,TRIAL,"[[639.0, 308.0, 42.0, 47.0], [573.0, 169.0, 51.0, 71.0]]",image_2_2_10067.png,,,,, 267 447 
47,debug4pDWq:debugUZiFw,TRIAL,[],image_0_19_11150.png,,,,, 
48,debug4pDWq:debugUZiFw,TRIAL,"[[656.0, 139.0, 34.0, 72.0]]",image_0_14_1723.png,,,,, 236 
49,debug4pDWq:debugUZiFw,TRIAL,"[[620.0, 269.0, 40.0, 58.0]]",image_3_14_3461.png,,,,, 244 
50,debug4pDWq:debugUZiFw,TRIAL,"[[626.0, 264.0, 28.0, 61.0]]",image_3_19_15227.png,,,,, 549 
51,debug4pDWq:debugUZiFw,TRIAL,[],image_1_24_27127.png,,,,, 
52,debug4pDWq:debugUZiFw,TRIAL,[],image_0_24_25448.png,,,,, 
53,debug4pDWq:debugUZiFw,TRIAL,"[[583.0, 324.0, 39.0, 78.0], [661.0, 308.0, 34.0, 64.0]]",image_0_31_6801.png,,,,, 409 407 
54,debug4pDWq:debugUZiFw,TRIAL,"[[614.0, 187.0, 35.0, 60.0]]",image_1_31_16429.png,,,,, 763 
55,debug4pDWq:debugUZiFw,TRIAL,[],image_3_31_19567.png,,,,, 
56,debug4pDWq:debugUZiFw,TRIAL,[],image_3_19_25353.png,,,,, 
57,debug4pDWq:debugUZiFw,TRIAL,"[[562.0, 277.0, 50.0, 76.0], [629.0, 222.0, 30.0, 60.0]]",image_4_31_688.png,,,,, 240 198 
58,debug4pDWq:debugUZiFw,TRIAL,"[[626.0, 224.0, 67.0, 65.0]]",trial_3.png,,,,,
