,uniqueid,phase,annotations,image_name,pid,dl,exp,habit,vehicle_ids
0,debug4rkRa:debugpENmb,INSTRUCTIONS,[],,,,,,
1,debug4rkRa:debugpENmb,INSTRUCTIONS,[],,,,,,
2,debug4rkRa:debugpENmb,INSTRUCTIONS,[],,,,,,
3,debug4rkRa:debugpENmb,INSTRUCTIONS,[],,,,,,
4,debug4rkRa:debugpENmb,INSTRUCTIONS,[],,,,,,
5,debug4rkRa:debugpENmb,drivingquestionnaire,[],,,,,,
6,debug4rkRa:debugpENmb,drivingquestionnaire,[],,,False,More than 15 Years,More than 15 hours,
7,debugmomor:debugMsenP,INSTRUCTIONS,[],,,,,,
8,debugmomor:debugMsenP,INSTRUCTIONS,[],,,,,,
9,debugmomor:debugMsenP,INSTRUCTIONS,[],,,,,,
10,debugmomor:debugMsenP,INSTRUCTIONS,[],,,,,,
11,debugmomor:debugMsenP,INSTRUCTIONS,[],,,,,,
12,debugmomor:debugMsenP,INSTRUCTIONS,[],,,,,,
13,debugmomor:debugMsenP,INSTRUCTIONS,[],,,,,,
14,debugmomor:debugMsenP,INSTRUCTIONS,[],,,,,,
15,debugmomor:debugMsenP,INSTRUCTIONS,[],,,,,,
16,debugmomor:debugMsenP,drivingquestionnaire,[],,,,,,
17,debugmomor:debugMsenP,drivingquestionnaire,[],,5bdb49e1d2c13f00019ea603,True,More than 10 Years,More than 1 hour,
18,debugmomor:debugMsenP,TRIAL,"[[535.0043334960938, 140.99951171875, 65.00054931640625, 77.00062561035156], [378.0030517578125, 41.99870300292969, 60.00048828125, 33.000267028808594]]",trial_1.png,,,,,
19,debugmomor:debugMsenP,TRIAL,"[[372.0030212402344, -1.0016446113586426, 52.00042724609375, 40.000324726104736], [373.0030212402344, 95.99913787841797, 56.000457763671875, 31.00025177001953], [623.0050659179688, 267.0005187988281, 32.000244140625, 53.00042724609375]]",trial_2.png,,,,,
20,debugmomor:debugMsenP,TRIAL,"[[99.00080108642578, 100.99918365478516, 106.00086212158203, 53.00043487548828], [387.0031433105469, 30.998615264892578, 81.00064086914062, 61.000492095947266], [713.0057983398438, 21.9985408782959, 50.0003662109375, 67.00054359436035], [93.0007553100586, 157.99964904785156, 76.00061798095703, 44.00035095214844], [641.0051879882812, 520.0025634765625, 42.0003662109375, 68.00054931640625], [419.0033874511719, -0.0016365183982998133, 71.00057983398438, 27.00021935836412]]",image_0_24_8095.png,,,,, 717 446 701 718 
21,debugmomor:debugMsenP,TRIAL,"[[625.0050659179688, 506.0024719238281, 29.000244140625, 70.00057983398438], [588.0047607421875, 323.0009765625, 29.000244140625, 59.00048828125], [588.0047607421875, 456.0020751953125, 28.000244140625, 60.00048828125], [588.0047607421875, 216.0001220703125, 29.000244140625, 55.00042724609375], [626.0050659179688, 219.00013732910156, 30.000244140625, 51.00041198730469]]",image_6_31_9044.png,,,,, 438 440 444 403 407 
22,debugmomor:debugMsenP,TRIAL,"[[587.0047607421875, 192.9999237060547, 34.000244140625, 65.00053405761719], [586.0047607421875, 327.0010070800781, 34.000244140625, 59.00048828125], [628.0050659179688, 126.9993896484375, 31.00030517578125, 49.000396728515625]]",image_0_24_29468.png,,,,, 1466 1464 1457 
23,debugmomor:debugMsenP,TRIAL,"[[584.0047607421875, 64.99889373779297, 52.0003662109375, 58.000465393066406], [208.00169372558594, 143.99952697753906, 68.00053405761719, 35.00028991699219], [396.0032043457031, 141.99951171875, 62.000518798828125, 34.000274658203125], [624.0050659179688, 434.00189208984375, 33.000244140625, 61.00048828125], [662.00537109375, 436.00189208984375, 40.00030517578125, 44.0003662109375]]",image_1_9_1278.png,,,,, 249 252 256 215 
24,debugmomor:debugMsenP,TRIAL,"[[649.0052490234375, 122.99935913085938, 64.00054931640625, 34.000274658203125], [843.0068359375, 124.99937438964844, 67.00054931640625, 30.000244140625], [624.0050659179688, 459.0020751953125, 32.000244140625, 62.00048828125], [400.00323486328125, 164.99969482421875, 63.000518798828125, 29.000244140625], [825.0067138671875, 197.99996948242188, 44.00030517578125, 41.000335693359375], [277.00225830078125, 166.9997100830078, 60.00048828125, 28.000228881835938]]",image_0_24_23291.png,,,,, 1231 1233 1239 1232 
25,debugwu6jW:debugAatgU,INSTRUCTIONS,[],,,,,,
26,debugwu6jW:debugAatgU,INSTRUCTIONS,[],,,,,,
27,debugwu6jW:debugAatgU,INSTRUCTIONS,[],,,,,,
28,debugwu6jW:debugAatgU,INSTRUCTIONS,[],,,,,,
29,debugwu6jW:debugAatgU,INSTRUCTIONS,[],,,,,,
30,debugwu6jW:debugAatgU,drivingquestionnaire,[],,,,,,
31,debugwu6jW:debugAatgU,drivingquestionnaire,[],,63f27e4fbd4eca6ee6a44e9a,True,More than 1 Year,Less than 1 hour,
32,debugwu6jW:debugAatgU,TRIAL,"[[528.5, 148.5500030517578, 75.0, 73.0], [383.5, 29.550003051757812, 43.0, 46.0]]",trial_1.png,,,,,
33,debugwu6jW:debugAatgU,TRIAL,"[[623.5, 270.7833251953125, 31.0, 50.0], [363.5, 0.7833251953125, 65.0, 42.0]]",trial_2.png,,,,,
34,debugwu6jW:debugAatgU,TRIAL,"[[626.5, 262.98333740234375, 27.0, 56.0]]",image_5_31_12411.png,,,,, 510 
35,debugwu6jW:debugAatgU,TRIAL,"[[626.5, 204.98333740234375, 33.0, 60.0], [581.5, 396.98333740234375, 38.0, 89.0]]",image_2_19_32577.png,,,,, 833 945 
36,debugwu6jW:debugAatgU,TRIAL,"[[582.5, 413.98333740234375, 52.0, 58.0], [647.5, 254.98333740234375, 38.0, 56.0], [661.5, 330.98333740234375, 34.0, 70.0]]",image_3_31_1860.png,,,,, 262 257 258 
37,debugwu6jW:debugAatgU,TRIAL,"[[581.5, 288.98333740234375, 38.0, 78.0], [624.5, 490.98333740234375, 27.0, 70.0], [665.5, 387.98333740234375, 25.0, 67.0]]",image_3_31_2702.png,,,,, 260 261 267 
38,debugwu6jW:debugAatgU,TRIAL,"[[374.5, 103.98333740234375, 81.0, 41.0]]",image_1_2_4569.png,,,,, 367 
39,debugwu6jW:debugAatgU,TRIAL,"[[583.5, 318.98333740234375, 35.0, 84.0], [624.5, 200.98333740234375, 33.0, 72.0]]",image_3_24_3254.png,,,,, 459 446 
40,debugwu6jW:debugAatgU,TRIAL,"[[616.5, 531.9833374023438, 53.0, 67.0], [638.5, 145.98333740234375, 46.0, 71.0]]",image_0_14_1723.png,,,,, 230 236 
41,debugwu6jW:debugAatgU,TRIAL,"[[666.5, 237.98333740234375, 22.0, 53.0], [622.5, 503.98333740234375, 32.0, 75.0]]",image_0_31_17225.png,,,,, 822 823 
42,debugwu6jW:debugAatgU,TRIAL,"[[622.5, 190.98333740234375, 37.0, 70.0], [619.5, 504.98333740234375, 41.0, 79.0]]",image_2_2_1486.png,,,,, 298 311 
43,debugwu6jW:debugAatgU,TRIAL,"[[661.5, 307.98333740234375, 32.0, 86.0], [626.5, 437.98333740234375, 27.0, 64.0]]",image_0_31_13765.png,,,,, 532 679 
44,debugwu6jW:debugAatgU,TRIAL,"[[582.5, 345.98333740234375, 35.0, 73.0], [626.5, 184.98333740234375, 30.0, 60.0], [621.5, 489.98333740234375, 23.0, 84.0]]",image_2_31_8619.png,,,,, 440 407 438 
45,debugwu6jW:debugAatgU,TRIAL,"[[623.5, 555.9833374023438, 31.0, 57.0]]",image_2_2_290.png,,,,, 300 
46,debugwu6jW:debugAatgU,TRIAL,"[[624.5, 451.98333740234375, 30.0, 71.0]]",image_1_2_7174.png,,,,, 405 
47,debugwu6jW:debugAatgU,TRIAL,"[[577.5, 395.98333740234375, 37.0, 77.0], [623.5, 418.98333740234375, 32.0, 65.0]]",image_0_9_1489.png,,,,, 254 256 
48,debugwu6jW:debugAatgU,TRIAL,"[[579.5, 279.98333740234375, 37.0, 45.0], [625.5, 271.98333740234375, 29.0, 53.0], [617.5, 485.98333740234375, 36.0, 56.0]]",image_1_19_4457.png,,,,, 435 395 424 
49,debugwu6jW:debugAatgU,TRIAL,"[[636.5, 224.98333740234375, 42.0, 57.0]]",trial_3.png,,,,,
50,debugwu6jW:debugAatgU,postquestionnaire,[],,,,,,
51,debugwu6jW:debugAatgU,postquestionnaire,[],,,,,,
52,debugwZKoi:debugKGE2t,INSTRUCTIONS,[],,,,,,
53,debugwZKoi:debugKGE2t,INSTRUCTIONS,[],,,,,,
54,debugwZKoi:debugKGE2t,INSTRUCTIONS,[],,,,,,
55,debugwZKoi:debugKGE2t,INSTRUCTIONS,[],,,,,,
56,debugwZKoi:debugKGE2t,INSTRUCTIONS,[],,,,,,
57,debugsKbHb:debugwzavu,INSTRUCTIONS,[],,,,,,
58,debugsKbHb:debugwzavu,INSTRUCTIONS,[],,,,,,
59,debugsKbHb:debugwzavu,INSTRUCTIONS,[],,,,,,
60,debugsKbHb:debugwzavu,INSTRUCTIONS,[],,,,,,
61,debugsKbHb:debugwzavu,INSTRUCTIONS,[],,,,,,
62,debugsKbHb:debugwzavu,drivingquestionnaire,[],,,,,,
63,debugsKbHb:debugwzavu,drivingquestionnaire,[],,5efd4df059990518c92eca95,True,More than 5 Year,More than 15 hours,
