,uniqueid,phase,annotations,image_name,pid,dl,exp,habit,vehicle_ids
0,debugKU1TS:debug039Tt,INSTRUCTIONS,[],,,,,,
1,debugKU1TS:debug039Tt,INSTRUCTIONS,[],,,,,,
2,debugKU1TS:debug039Tt,INSTRUCTIONS,[],,,,,,
3,debugKU1TS:debug039Tt,INSTRUCTIONS,[],,,,,,
4,debugKU1TS:debug039Tt,INSTRUCTIONS,[],,,,,,
5,debugtZp5L:debuga4Wib,INSTRUCTIONS,[],,,,,,
6,debugtZp5L:debuga4Wib,INSTRUCTIONS,[],,,,,,
7,debugtZp5L:debuga4Wib,INSTRUCTIONS,[],,,,,,
8,debugtZp5L:debuga4Wib,INSTRUCTIONS,[],,,,,,
9,debugtZp5L:debuga4Wib,INSTRUCTIONS,[],,,,,,
10,debugtZp5L:debuga4Wib,drivingquestionnaire,[],,,,,,
11,debugtZp5L:debuga4Wib,drivingquestionnaire,[],,5e1643c3271305c216555087,True,More than 15 Years,More than 5 hours,
12,debugtZp5L:debuga4Wib,TRIAL,"[[527.0, 136.0, 86.0, 85.0], [622.0, 307.0, 39.0, 104.0], [389.0, 23.0, 38.0, 76.0]]",trial_1.png,,,,,
13,debugtZp5L:debuga4Wib,TRIAL,"[[520.0, 13.0, 58.0, 62.0], [625.0, 327.0, 35.0, 81.0], [670.0, 208.0, 28.0, 95.0], [623.0, 259.0, 30.0, 57.0], [366.0, 0.0, 57.0, 52.0]]",trial_2.png,,,,,
14,debugtZp5L:debuga4Wib,TRIAL,"[[658.0, 252.0, 53.0, 97.0], [942.0, 56.0, 109.0, 42.0], [223.0, 95.0, 91.0, 47.0], [365.0, 106.0, 64.0, 36.0], [628.0, 326.0, 28.0, 69.0], [819.0, 142.0, 31.0, 59.0], [798.0, 61.0, 63.0, 29.0], [104.0, 100.0, 70.0, 39.0]]",image_0_9_9016.png,,,,, 377 371 210 376 
15,debugtZp5L:debuga4Wib,TRIAL,"[[617.0, 317.0, 42.0, 89.0], [625.0, 172.0, 25.0, 86.0]]",image_2_2_11233.png,,,,, 433 
16,debugtZp5L:debuga4Wib,TRIAL,"[[624.0, 184.0, 39.0, 85.0], [666.0, 306.0, 31.0, 100.0], [624.0, 320.0, 28.0, 79.0], [589.0, 141.0, 24.0, 84.0]]",image_3_31_18457.png,,,,, 864 877 763 
17,debugtZp5L:debuga4Wib,TRIAL,"[[623.0, 148.0, 30.0, 83.0], [614.0, 328.0, 40.0, 62.0], [641.0, 288.0, 35.0, 37.0], [584.0, 181.0, 34.0, 83.0]]",image_2_19_12207.png,,,,, 508 211 510 
18,debugtZp5L:debuga4Wib,TRIAL,"[[621.0, 328.0, 45.0, 61.0], [609.0, 234.0, 46.0, 73.0]]",image_2_24_15974.png,,,,, 1074 
19,debugtZp5L:debuga4Wib,TRIAL,"[[620.0, 236.0, 36.0, 76.0], [628.0, 323.0, 29.0, 77.0], [587.0, 507.0, 61.0, 63.0]]",image_1_31_16229.png,,,,, 763 769 
20,debugtZp5L:debuga4Wib,TRIAL,"[[582.0, 240.0, 46.0, 69.0], [623.0, 322.0, 36.0, 73.0], [554.0, 305.0, 28.0, 79.0]]",image_1_24_1565.png,,,,, 280 279 
21,debugtZp5L:debuga4Wib,TRIAL,"[[634.0, 239.0, 30.0, 78.0], [627.0, 328.0, 33.0, 66.0], [625.0, 444.0, 47.0, 95.0]]",image_1_19_10596.png,,,,, 469 488 
22,debugtZp5L:debuga4Wib,TRIAL,"[[615.0, 318.0, 61.0, 85.0], [604.0, 198.0, 50.0, 81.0], [733.0, 359.0, 47.0, 85.0], [619.0, 490.0, 47.0, 81.0], [764.0, 257.0, 48.0, 78.0], [666.0, 213.0, 27.0, 65.0]]",image_2_31_16054.png,,,,, 763 771 769 772 768 
23,debugtZp5L:debuga4Wib,TRIAL,"[[396.0, 145.0, 81.0, 36.0], [625.0, 315.0, 34.0, 75.0], [826.0, 128.0, 64.0, 30.0], [586.0, 263.0, 32.0, 57.0], [588.0, 344.0, 26.0, 51.0]]",image_0_24_25698.png,,,,, 1275 1272 1279 
24,debugtZp5L:debuga4Wib,TRIAL,"[[617.0, 319.0, 42.0, 76.0], [627.0, 30.0, 37.0, 81.0]]",image_1_9_1849.png,,,,, 250 
25,debugtZp5L:debuga4Wib,TRIAL,"[[527.0, 287.0, 50.0, 87.0], [623.0, 332.0, 35.0, 68.0], [634.0, 292.0, 56.0, 40.0], [577.0, 124.0, 32.0, 70.0]]",image_1_9_5656.png,,,,, 213 323 
26,debugtZp5L:debuga4Wib,TRIAL,"[[657.0, 111.0, 79.0, 47.0], [410.0, 64.0, 73.0, 42.0], [756.0, 20.0, 68.0, 44.0], [625.0, 251.0, 34.0, 65.0], [625.0, 326.0, 34.0, 60.0], [630.0, 502.0, 24.0, 78.0]]",image_0_24_13286.png,,,,, 1062 875 1071 
27,debugtZp5L:debuga4Wib,TRIAL,"[[580.0, 27.0, 44.0, 105.0], [616.0, 173.0, 45.0, 81.0], [619.0, 317.0, 42.0, 86.0], [622.0, 506.0, 42.0, 70.0]]",image_2_14_3208.png,,,,, 265 244 257 
28,debugtZp5L:debuga4Wib,TRIAL,"[[655.0, 245.0, 38.0, 68.0], [742.0, 453.0, 31.0, 69.0], [628.0, 555.0, 33.0, 62.0], [704.0, 547.0, 35.0, 56.0], [626.0, 165.0, 29.0, 66.0], [625.0, 321.0, 28.0, 68.0], [776.0, 224.0, 26.0, 73.0], [739.0, 213.0, 27.0, 70.0], [669.0, 555.0, 25.0, 63.0], [701.0, 238.0, 30.0, 49.0]]",image_3_31_16994.png,,,,, 803 820 823 821 763 802 805 822 804 
29,debugtZp5L:debuga4Wib,TRIAL,"[[631.0, 220.0, 48.0, 72.0], [618.0, 316.0, 42.0, 71.0]]",trial_3.png,,,,,
30,debugtZp5L:debuga4Wib,postquestionnaire,[],,,,,,
31,debugtZp5L:debuga4Wib,postquestionnaire,[],,,,,,
