,uniqueid,phase,annotations,image_name,pid,dl,exp,habit,vehicle_ids
0,debugh4eh0:debugIUiCR,INSTRUCTIONS,[],,,,,,
1,debugh4eh0:debugIUiCR,INSTRUCTIONS,[],,,,,,
2,debugh4eh0:debugIUiCR,INSTRUCTIONS,[],,,,,,
3,debugh4eh0:debugIUiCR,INSTRUCTIONS,[],,,,,,
4,debugh4eh0:debugIUiCR,INSTRUCTIONS,[],,,,,,
5,debugh4eh0:debugIUiCR,drivingquestionnaire,[],,,,,,
6,debugh4eh0:debugIUiCR,drivingquestionnaire,[],,12,True,More than 15 Years,More than 15 hours,
7,debugh4eh0:debugIUiCR,TRIAL,"[[523.0, 138.0, 84.0, 87.0]]",trial_1.png,,,,,
8,debugh4eh0:debugIUiCR,TRIAL,"[[616.0, 255.0, 42.0, 65.0]]",trial_2.png,,,,,
9,debugh4eh0:debugIUiCR,TRIAL,[],image_0_24_17815.png,,,,, 
10,debugTS5o9:debugUaDhx,INSTRUCTIONS,[],,,,,,
11,debugTS5o9:debugUaDhx,INSTRUCTIONS,[],,,,,,
12,debugTS5o9:debugUaDhx,INSTRUCTIONS,[],,,,,,
13,debugTS5o9:debugUaDhx,INSTRUCTIONS,[],,,,,,
14,debugTS5o9:debugUaDhx,INSTRUCTIONS,[],,,,,,
15,debugTS5o9:debugUaDhx,drivingquestionnaire,[],,,,,,
16,debugTS5o9:debugUaDhx,drivingquestionnaire,[],,597fe89a1b41a20001749f57,True,More than 15 Years,More than 5 hours,
17,debugTS5o9:debugUaDhx,TRIAL,"[[521.0, 132.0, 89.0, 92.0]]",trial_1.png,,,,,
18,debugTS5o9:debugUaDhx,TRIAL,"[[610.0, 259.0, 47.0, 63.0]]",trial_2.png,,,,,
19,debugTS5o9:debugUaDhx,TRIAL,"[[624.0, 251.0, 34.0, 72.0]]",image_3_14_10268.png,,,,, 
20,debugTS5o9:debugUaDhx,TRIAL,"[[623.0, 264.0, 34.0, 58.0]]",image_2_19_28976.png,,,,, 
21,debugTS5o9:debugUaDhx,TRIAL,"[[629.0, 178.0, 29.0, 73.0]]",image_2_24_6125.png,,,,, 
22,debugTS5o9:debugUaDhx,TRIAL,"[[623.0, 265.0, 37.0, 54.0]]",image_2_14_4028.png,,,,, 
23,debugTS5o9:debugUaDhx,TRIAL,"[[590.0, 210.0, 69.0, 79.0]]",image_0_9_10577.png,,,,, 
24,debugTS5o9:debugUaDhx,TRIAL,"[[658.0, 293.0, 40.0, 61.0], [620.0, 205.0, 41.0, 72.0]]",image_3_19_35542.png,,,,, 
25,debugTS5o9:debugUaDhx,TRIAL,"[[622.0, 210.0, 34.0, 75.0]]",image_2_24_6652.png,,,,, 
26,debugTS5o9:debugUaDhx,TRIAL,"[[581.0, 182.0, 67.0, 96.0]]",image_1_19_13662.png,,,,, 
27,debugTS5o9:debugUaDhx,TRIAL,"[[617.0, 241.0, 43.0, 79.0]]",image_3_19_1291.png,,,,, 
28,debugTS5o9:debugUaDhx,TRIAL,"[[619.0, 251.0, 40.0, 72.0]]",image_3_31_3728.png,,,,, 
29,debugTS5o9:debugUaDhx,TRIAL,"[[611.0, 219.0, 36.0, 55.0], [653.0, 216.0, 43.0, 46.0]]",image_2_19_14720.png,,,,, 
30,debugTS5o9:debugUaDhx,TRIAL,[],image_0_14_5168.png,,,,, 
31,debugTS5o9:debugUaDhx,INSTRUCTIONS,[],,,,,,
32,debugTS5o9:debugUaDhx,INSTRUCTIONS,[],,,,,,
33,debugTS5o9:debugUaDhx,INSTRUCTIONS,[],,,,,,
34,debugTS5o9:debugUaDhx,INSTRUCTIONS,[],,,,,,
35,debugTS5o9:debugUaDhx,INSTRUCTIONS,[],,,,,,
36,debugTS5o9:debugUaDhx,drivingquestionnaire,[],,,,,,
37,debugTS5o9:debugUaDhx,drivingquestionnaire,[],,597fe89a1b41a20001749f57,True,More than 15 Years,More than 5 hours,
38,debugcovIw:debug14CFh,INSTRUCTIONS,[],,,,,,
39,debugcovIw:debug14CFh,INSTRUCTIONS,[],,,,,,
40,debugcovIw:debug14CFh,INSTRUCTIONS,[],,,,,,
41,debugcovIw:debug14CFh,INSTRUCTIONS,[],,,,,,
42,debugcovIw:debug14CFh,INSTRUCTIONS,[],,,,,,
43,debugcovIw:debug14CFh,drivingquestionnaire,[],,,,,,
44,debugcovIw:debug14CFh,drivingquestionnaire,[],,5d0e2c03c04e1e001a54089f,True,More than 15 Years,More than 5 hours,
45,debugcovIw:debug14CFh,TRIAL,"[[620.0, 247.0, 43.0, 76.0]]",trial_2.png,,,,,
46,debugcovIw:debug14CFh,postquestionnaire,[],,,,,,
47,debugcovIw:debug14CFh,postquestionnaire,[],,,,,,
48,debug8CuA3:debugerTac,INSTRUCTIONS,[],,,,,,
49,debug8CuA3:debugerTac,INSTRUCTIONS,[],,,,,,
50,debug8CuA3:debugerTac,INSTRUCTIONS,[],,,,,,
51,debug8CuA3:debugerTac,INSTRUCTIONS,[],,,,,,
52,debug8CuA3:debugerTac,INSTRUCTIONS,[],,,,,,
53,debug8CuA3:debugerTac,drivingquestionnaire,[],,,,,,
54,debug8CuA3:debugerTac,drivingquestionnaire,[],,5f2a12f5837dd81e5881b7cc,True,More than 15 Years,More than 5 hours,
55,debug8CuA3:debugerTac,postquestionnaire,[],,,,,,
56,debug8CuA3:debugerTac,postquestionnaire,[],,,,,,
57,debug8CuA3:debugerTac,INSTRUCTIONS,[],,,,,,
58,debug8CuA3:debugerTac,INSTRUCTIONS,[],,,,,,
59,debug8CuA3:debugerTac,INSTRUCTIONS,[],,,,,,
60,debug8CuA3:debugerTac,INSTRUCTIONS,[],,,,,,
61,debug8CuA3:debugerTac,INSTRUCTIONS,[],,,,,,
62,debug8CuA3:debugerTac,drivingquestionnaire,[],,,,,,
63,debug8CuA3:debugerTac,drivingquestionnaire,[],,5f2a12f5837dd81e5881b7cc,True,More than 15 Years,More than 5 hours,
64,debug8CuA3:debugerTac,postquestionnaire,[],,,,,,
65,debug8CuA3:debugerTac,postquestionnaire,[],,,,,,
66,debugYCU2t:debug3abK1,INSTRUCTIONS,[],,,,,,
67,debugYCU2t:debug3abK1,INSTRUCTIONS,[],,,,,,
68,debugYCU2t:debug3abK1,INSTRUCTIONS,[],,,,,,
69,debugYCU2t:debug3abK1,INSTRUCTIONS,[],,,,,,
70,debugYCU2t:debug3abK1,INSTRUCTIONS,[],,,,,,
71,debugYCU2t:debug3abK1,drivingquestionnaire,[],,,,,,
72,debugYCU2t:debug3abK1,drivingquestionnaire,[],,6444b1e677ebe8b4e2c23abd,True,More than 15 Years,More than 1 hour,
73,debugYCU2t:debug3abK1,postquestionnaire,[],,,,,,
74,debugYCU2t:debug3abK1,postquestionnaire,[],,,,,,
75,debugYCU2t:debug3abK1,INSTRUCTIONS,[],,,,,,
76,debugYCU2t:debug3abK1,INSTRUCTIONS,[],,,,,,
77,debugYCU2t:debug3abK1,INSTRUCTIONS,[],,,,,,
78,debugYCU2t:debug3abK1,INSTRUCTIONS,[],,,,,,
79,debugYCU2t:debug3abK1,INSTRUCTIONS,[],,,,,,
80,debugYCU2t:debug3abK1,drivingquestionnaire,[],,,,,,
81,debugYCU2t:debug3abK1,drivingquestionnaire,[],,6444b1e677ebe8b4e2c23abd,True,More than 15 Years,More than 1 hour,
82,debugYCU2t:debug3abK1,postquestionnaire,[],,,,,,
83,debugYCU2t:debug3abK1,postquestionnaire,[],,,,,,
84,debuguB4qI:debugmbG4c,INSTRUCTIONS,[],,,,,,
