,uniqueid,phase,annotations,image_name,pid,dl,exp,habit,vehicle_ids
0,debugv72LA:debugqWM5S,INSTRUCTIONS,[],,,,,,
1,debugv72LA:debugqWM5S,INSTRUCTIONS,[],,,,,,
2,debugv72LA:debugqWM5S,INSTRUCTIONS,[],,,,,,
3,debugv72LA:debugqWM5S,INSTRUCTIONS,[],,,,,,
4,debugv72LA:debugqWM5S,INSTRUCTIONS,[],,,,,,
5,debugv72LA:debugqWM5S,drivingquestionnaire,[],,,,,,
6,debugv72LA:debugqWM5S,drivingquestionnaire,[],,59a1ddac5dfd6b000152601f,True,More than 10 Years,More than 15 hours,
7,debugv72LA:debugqWM5S,drivingquestionnaire,[],,59a1ddac5dfd6b000152601f,True,More than 10 Years,More than 15 hours,
8,debugv72LA:debugqWM5S,TRIAL,"[[630.0, 272.0, 20.0, 44.0]]",trial_2.png,,,,,
9,debugv72LA:debugqWM5S,TRIAL,"[[624.0, 211.0, 30.0, 81.0], [489.0, 82.0, 69.0, 41.0]]",image_3_14_531.png,,,,, 
10,debugv72LA:debugqWM5S,TRIAL,"[[631.0, 254.0, 27.0, 66.0]]",image_3_19_1291.png,,,,, 
11,debugv72LA:debugqWM5S,TRIAL,"[[666.0, 289.0, 26.0, 48.0]]",image_6_14_13592.png,,,,, 
12,debugv72LA:debugqWM5S,TRIAL,"[[666.0, 299.0, 25.0, 48.0], [590.0, 355.0, 22.0, 55.0]]",image_3_31_6413.png,,,,, 
13,debugv72LA:debugqWM5S,TRIAL,"[[696.0, 61.0, 35.0, 51.0], [499.0, 91.0, 72.0, 30.0]]",image_0_24_8145.png,,,,, 
14,debugv72LA:debugqWM5S,TRIAL,"[[434.0, 226.0, 47.0, 31.0], [738.0, 75.0, 21.0, 48.0]]",image_0_9_1588.png,,,,, 
15,debugv72LA:debugqWM5S,TRIAL,"[[652.0, 277.0, 16.0, 28.0]]",image_2_24_28154.png,,,,, 
16,debugv72LA:debugqWM5S,TRIAL,"[[542.0, 229.0, 35.0, 52.0]]",image_1_24_30616.png,,,,, 
17,debugv72LA:debugqWM5S,TRIAL,"[[621.0, 241.0, 32.0, 68.0]]",image_1_19_20050.png,,,,, 
18,debugv72LA:debugqWM5S,TRIAL,"[[674.0, 260.0, 20.0, 21.0]]",image_1_19_2129.png,,,,, 
19,debugv72LA:debugqWM5S,TRIAL,"[[630.0, 280.0, 23.0, 39.0]]",image_4_19_27343.png,,,,, 
20,debugv72LA:debugqWM5S,TRIAL,"[[633.0, 274.0, 20.0, 43.0]]",image_2_19_28976.png,,,,, 
21,debugGp530:debugtEzuz,INSTRUCTIONS,[],,,,,,
22,debugGp530:debugtEzuz,INSTRUCTIONS,[],,,,,,
23,debugGp530:debugtEzuz,INSTRUCTIONS,[],,,,,,
24,debugGp530:debugtEzuz,INSTRUCTIONS,[],,,,,,
25,debugGp530:debugtEzuz,INSTRUCTIONS,[],,,,,,
26,debugGp530:debugtEzuz,drivingquestionnaire,[],,,,,,
27,debugGp530:debugtEzuz,drivingquestionnaire,[],,63d77a647dbf6c0c53b0d375,True,More than 5 Year,More than 5 hours,
28,debugGp530:debugtEzuz,TRIAL,"[[525.0, 135.0, 79.0, 101.0], [377.0, 32.0, 59.0, 43.0], [614.0, 323.0, 45.0, 72.0]]",trial_1.png,,,,,
29,debugGp530:debugtEzuz,TRIAL,"[[622.0, 322.0, 45.0, 82.0], [638.0, 294.0, 17.0, 15.0]]",trial_2.png,,,,,
30,debugGp530:debugtEzuz,TRIAL,"[[620.0, 319.0, 39.0, 84.0], [614.0, 202.0, 53.0, 75.0]]",image_2_2_1498.png,,,,, 
31,debugGp530:debugtEzuz,TRIAL,"[[613.0, 320.0, 47.0, 80.0], [650.0, 247.0, 39.0, 69.0], [606.0, 249.0, 38.0, 60.0]]",image_1_14_13402.png,,,,, 
32,debugGp530:debugtEzuz,TRIAL,"[[586.0, 221.0, 34.0, 71.0], [625.0, 168.0, 30.0, 67.0], [609.0, 328.0, 63.0, 65.0]]",image_3_24_9922.png,,,,, 
33,debugGp530:debugtEzuz,TRIAL,"[[657.0, 246.0, 51.0, 74.0], [562.0, 141.0, 60.0, 99.0]]",image_1_24_20714.png,,,,, 
34,debugGp530:debugtEzuz,TRIAL,"[[622.0, 177.0, 32.0, 78.0], [584.0, 201.0, 33.0, 71.0], [590.0, 386.0, 27.0, 72.0]]",image_2_24_755.png,,,,, 
35,debugGp530:debugtEzuz,TRIAL,"[[609.0, 254.0, 58.0, 60.0], [622.0, 326.0, 38.0, 64.0], [581.0, 356.0, 38.0, 63.0]]",image_1_31_811.png,,,,, 
36,debugGp530:debugtEzuz,TRIAL,"[[617.0, 303.0, 58.0, 89.0], [627.0, 173.0, 39.0, 93.0], [572.0, 405.0, 54.0, 57.0]]",image_1_24_19052.png,,,,, 
37,debugGp530:debugtEzuz,TRIAL,"[[615.0, 323.0, 46.0, 67.0], [617.0, 244.0, 40.0, 75.0], [656.0, 395.0, 39.0, 69.0], [660.0, 240.0, 31.0, 80.0], [611.0, 466.0, 1.0, 1.0]]",image_5_31_12203.png,,,,, 
38,debugGp530:debugtEzuz,TRIAL,"[[622.0, 206.0, 33.0, 77.0], [582.0, 247.0, 35.0, 70.0], [662.0, 252.0, 30.0, 68.0], [612.0, 326.0, 54.0, 77.0]]",image_2_31_6335.png,,,,, 
39,debugGp530:debugtEzuz,TRIAL,"[[612.0, 311.0, 41.0, 86.0], [657.0, 298.0, 39.0, 57.0], [623.0, 198.0, 41.0, 77.0]]",image_3_19_35542.png,,,,, 
40,debugGp530:debugtEzuz,TRIAL,"[[602.0, 256.0, 69.0, 60.0], [619.0, 327.0, 46.0, 81.0]]",image_2_14_4028.png,,,,, 
41,debugGp530:debugtEzuz,TRIAL,"[[587.0, 210.0, 37.0, 80.0], [629.0, 180.0, 40.0, 72.0], [618.0, 324.0, 44.0, 70.0]]",image_1_19_33976.png,,,,, 
42,debugGp530:debugtEzuz,TRIAL,"[[612.0, 227.0, 44.0, 94.0], [658.0, 279.0, 38.0, 95.0], [621.0, 328.0, 35.0, 61.0], [583.0, 360.0, 35.0, 67.0]]",image_4_31_14473.png,,,,, 
43,debugGp530:debugtEzuz,TRIAL,"[[656.0, 285.0, 47.0, 82.0], [581.0, 241.0, 37.0, 78.0], [621.0, 236.0, 36.0, 80.0], [619.0, 326.0, 36.0, 66.0], [579.0, 350.0, 40.0, 63.0]]",image_5_31_14800.png,,,,, 
44,debugGp530:debugtEzuz,TRIAL,"[[605.0, 161.0, 52.0, 83.0], [617.0, 322.0, 44.0, 70.0]]",image_1_19_4039.png,,,,, 
45,debugGp530:debugtEzuz,TRIAL,"[[631.0, 229.0, 51.0, 60.0]]",trial_3.png,,,,,
46,debugGp530:debugtEzuz,postquestionnaire,[],,,,,,
47,debugGp530:debugtEzuz,postquestionnaire,[],,,,,,
48,debugUT8Bv:debug8wW1T,INSTRUCTIONS,[],,,,,,
49,debugUT8Bv:debug8wW1T,INSTRUCTIONS,[],,,,,,
